"Id","IsDeleted","Name","CurrencyIsoCode","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","ConnectionReceivedId","ConnectionSentId","Orcamento__c","Capital__c","DescontoAgravo__c","GarantiaProduto__c","Garantia__c","LimiteCapital__c","NumeroSerie__c","NumeroSorte__c","Percentual__c","PremioComercialDesconto__c","PremioComercial__c","PremioPuroDesconto__c","PremioPuroInterno__c","PremioPuroResseguro__c","PremioPuro__c","PremioTotal__c","TaxaAnual__c","TaxaComercial__c","TaxaMensal__c","TaxaPura__c","TaxaPuroInterno__c","TaxaPuroResseguro__c","TaxaTotal__c","TipoCapital__c","DescontoAgravoMonetarioComercial__c","DescontoAgravoMonetarioInformado__c","DescontoAgravoMonetarioTecnico__c","DescontoAgravoPercentualComercial__c","DescontoAgravoPercentualInformado__c","DescontoAgravoPercentualTecnico__c","TipoDescontoAgravo__c","TipoCapitalProduto__c","DemonstracaoPremio__c","TipoGarantia__c","MoedaGarantia__c","ValorCotacao__c","FranquiaGarantia__c","Limite_de_Uso__c","Tipo_de_limite_de_utilizacao__c","IOF__c"
"a0h0t000001iMFAAA2","false","00157293","BRL","2019-07-22T14:44:00.000+0000","005f4000000jPAEAA2","2019-07-22T14:44:00.000+0000","005f4000000jPAEAA2","2019-07-22T14:44:00.000+0000","","","0060t00000Fjcf9AAB","11000","","a0jf4000005iM05AAE","a0nf400000BpSr7AAF","","1","36893","","","0","","","","0","0","","0","","0","","","0","","","0","","","-0.3282725000000042","","","Capital uniforme","Na garantia principal","Benefício","BRL","","","","",""
"a0h0t000001iKQaAAM","false","00150323","BRL","2019-07-22T14:37:00.000+0000","005f4000000jPAEAA2","2019-07-22T14:37:00.000+0000","005f4000000jPAEAA2","2019-07-22T14:37:00.000+0000","","","0060t00000FjbRsAAJ","11000","","a0jf4000005iM05AAE","a0nf400000BpSr7AAF","","1","34857","","","0","","","","0","0","","0","","0","","","0","","","0","","","-0.3733085000000025","","","Capital uniforme","Na garantia principal","Benefício","BRL","","","","",""
"a0h0t000001hltlAAA","false","00141911","BRL","2019-07-19T21:12:32.000+0000","005f4000000jPAEAA2","2019-07-19T21:12:32.000+0000","005f4000000jPAEAA2","2019-07-19T21:12:32.000+0000","","","0060t00000FjSCYAA3","11000","","a0jf4000005iM05AAE","a0nf400000BpSr7AAF","","1","72583","","","0","","","","0","0","","0","","0","","","0","","","0","","","-0.2705837000000044","","","Capital uniforme","Na garantia principal","Benefício","BRL","","","","",""
"a0h0t000001hhlsAAA","false","00126046","BRL","2019-07-19T20:33:45.000+0000","005f4000000jPAEAA2","2019-07-19T20:33:45.000+0000","005f4000000jPAEAA2","2019-07-19T20:33:45.000+0000","","","0060t00000FjPGYAA3","11000","","a0jf4000005iM05AAE","a0nf400000BpSr7AAF","","1","44683","","","0","","","","0","0","","0","","0","","","0","","","0","","","-0.24103650000000254","","","Capital uniforme","Na garantia principal","Benefício","BRL","","","","",""
"a0h0t000001hhR4AAI","false","00124756","BRL","2019-07-19T20:30:31.000+0000","005f4000000jPAEAA2","2019-07-19T20:30:31.000+0000","005f4000000jPAEAA2","2019-07-19T20:30:31.000+0000","","","0060t00000FjP1YAAV","11000","","a0jf4000005iM05AAE","a0nf400000BpSr7AAF","","1","44323","","","0","","","","0","0","","0","","0","","","0","","","0","","","-0.5865102999999983","","","Capital uniforme","Na garantia principal","Benefício","BRL","","","","",""
"a0h0t000001hfzdAAA","false","00119211","BRL","2019-07-19T20:16:33.000+0000","005f4000000jPAEAA2","2019-07-19T20:16:33.000+0000","005f4000000jPAEAA2","2019-07-19T20:16:33.000+0000","","","0060t00000FjNqqAAF","11000","","a0jf4000005iM05AAE","a0nf400000BpSr7AAF","","1","42775","","","0","","","","0","0","","0","","0","","","0","","","0","","","-3.1746032000000035","","","Capital uniforme","Na garantia principal","Benefício","BRL","","","","",""
"a0h0t000001hfekAAA","false","00117916","BRL","2019-07-19T20:13:26.000+0000","005f4000000jPAEAA2","2019-07-19T20:13:26.000+0000","005f4000000jPAEAA2","2019-07-19T20:13:26.000+0000","","","0060t00000FjNbuAAF","11000","","a0jf4000005iM05AAE","a0nf400000BpSr7AAF","","1","42410","","","0","","","","0","0","","0","","0","","","0","","","0","","","-0.35906650000000484","","","Capital uniforme","Na garantia principal","Benefício","BRL","","","","",""
"a0h0t000001hea3AAA","false","00113781","BRL","2019-07-19T20:03:22.000+0000","005f4000000jPAEAA2","2019-07-19T20:03:22.000+0000","005f4000000jPAEAA2","2019-07-19T20:03:22.000+0000","","","0060t00000FjMZoAAN","11000","","a0jf4000005iM05AAE","a0nf400000BpSr7AAF","","1","41263","","","0","","","","0","0","","0","","0","","","0","","","0","","","-0.27777780000000085","","","Capital uniforme","Na garantia principal","Benefício","BRL","","","","",""
"a0h0t000001he4MAAQ","false","00111816","BRL","2019-07-19T19:58:15.000+0000","005f4000000jPAEAA2","2019-07-19T19:58:15.000+0000","005f4000000jPAEAA2","2019-07-19T19:58:15.000+0000","","","0060t00000FjMMZAA3","11000","","a0jf4000005iM05AAE","a0nf400000BpSr7AAF","","1","40731","","","0","","","","0","0","","0","","0","","","0","","","0","","","-0.32154349999999887","","","Capital uniforme","Na garantia principal","Benefício","BRL","","","","",""
"a0h0t000001hcECAAY","false","00105286","BRL","2019-07-19T19:41:53.000+0000","005f4000000jPAEAA2","2019-07-19T19:41:53.000+0000","005f4000000jPAEAA2","2019-07-19T19:41:53.000+0000","","","0060t00000FjL2CAAV","11000","","a0jf4000005iM05AAE","a0nf400000BpSr7AAF","","1","38876","","","0","","","","0","0","","0","","0","","","0","","","0","","","-0.32154349999999887","","","Capital uniforme","Na garantia principal","Benefício","BRL","","","","",""
"a0h0t000001hb5EAAQ","false","00100931","BRL","2019-07-19T19:30:51.000+0000","005f4000000jPAEAA2","2019-07-19T19:30:51.000+0000","005f4000000jPAEAA2","2019-07-19T19:30:51.000+0000","","","0060t00000FjKBCAA3","11000","","a0jf4000005iM05AAE","a0nf400000BpSr7AAF","","1","37619","","","0","","","","0","0","","0","","0","","","0","","","0","","","-0.29673599999999745","","","Capital uniforme","Na garantia principal","Benefício","BRL","","","","",""
"a0h0t000001hb2FAAQ","false","00100746","BRL","2019-07-19T19:30:30.000+0000","005f4000000jPAEAA2","2019-07-19T19:30:30.000+0000","005f4000000jPAEAA2","2019-07-19T19:30:30.000+0000","","","0060t00000FjK5FAAV","11000","","a0jf4000005iM05AAE","a0nf400000BpSr7AAF","","1","37580","","","0","","","","0","0","","0","","0","","","0","","","0","","","-0.20999579999999574","","","Capital uniforme","Na garantia principal","Benefício","BRL","","","","",""
"a0h0t000001hZk5AAE","false","00095776","BRL","2019-07-19T19:18:08.000+0000","005f4000000jPAEAA2","2019-07-19T19:18:08.000+0000","005f4000000jPAEAA2","2019-07-19T19:18:08.000+0000","","","0060t00000FjJBeAAN","11000","","a0jf4000005iM05AAE","a0nf400000BpSr7AAF","","1","36196","","","0","","","","0","0","","0","","0","","","0","","","0","","","-0.31709429999999816","","","Capital uniforme","Na garantia principal","Benefício","BRL","","","","",""
"a0h0t000001hZjHAAU","false","00095726","BRL","2019-07-19T19:18:00.000+0000","005f4000000jPAEAA2","2019-07-19T19:18:00.000+0000","005f4000000jPAEAA2","2019-07-19T19:18:00.000+0000","","","0060t00000FjJB0AAN","11000","","a0jf4000005iM05AAE","a0nf400000BpSr7AAF","","1","36178","","","0","","","","0","0","","0","","0","","","0","","","0","","","-0.32546789999999826","","","Capital uniforme","Na garantia principal","Benefício","BRL","","","","",""
"a0h0t000001hZH3AAM","false","00093976","BRL","2019-07-19T19:13:35.000+0000","005f4000000jPAEAA2","2019-07-19T19:13:35.000+0000","005f4000000jPAEAA2","2019-07-19T19:13:35.000+0000","","","0060t00000FjIpKAAV","11000","","a0jf4000005iM05AAE","a0nf400000BpSr7AAF","","1","35713","","","0","","","","0","0","","0","","0","","","0","","","0","","","-0.3278688999999946","","","Capital uniforme","Na garantia principal","Benefício","BRL","","","","",""
"a0h0t000001hXBzAAM","false","00087442","BRL","2019-07-19T14:50:52.000+0000","005f4000000jPAEAA2","2019-07-19T14:50:52.000+0000","005f4000000jPAEAA2","2019-07-19T14:50:52.000+0000","","","0060t00000FjGV6AAN","11000","","a0jf4000005iM05AAE","a0nf400000BpSr7AAF","","1","70096","","","0","","","","0","0","","0","","0","","","0","","","0","","","-0.10202780000000411","","","Capital uniforme","Na garantia principal","Benefício","BRL","","","","",""
"a0h0t000001Y89eAAC","false","00053365","BRL","2019-07-04T14:42:13.000+0000","005f4000000jPAEAA2","2019-07-04T14:42:13.000+0000","005f4000000jPAEAA2","2019-07-04T14:42:13.000+0000","","","0060t00000FhPieAAF","11000","","a0jf4000005iM05AAE","a0nf400000BpSr7AAF","","1","41824","","","0","","","","0","0","","0","","0","","","0","","","0","","","-0.32233600000000084","","","Capital uniforme","Na garantia principal","Benefício","BRL","","","","",""
"a0h0t000001Y8GzAAK","false","00053725","BRL","2019-07-04T14:43:23.000+0000","005f4000000jPAEAA2","2019-07-04T14:43:23.000+0000","005f4000000jPAEAA2","2019-07-04T14:43:23.000+0000","","","0060t00000FhPdbAAF","11000","","a0jf4000005iM05AAE","a0nf400000BpSr7AAF","","1","41920","","","0","","","","0","0","","0","","0","","","0","","","0","","","-0.2518891999999995","","","Capital uniforme","Na garantia principal","Benefício","BRL","","","","",""
"a0h0t000001Y6dCAAS","false","00047720","BRL","2019-07-04T14:23:13.000+0000","005f4000000jPAEAA2","2019-07-04T14:23:13.000+0000","005f4000000jPAEAA2","2019-07-04T14:23:13.000+0000","","","0060t00000FhOfZAAV","11000","","a0jf4000005iM05AAE","a0nf400000BpSr7AAF","","1","40219","","","0","","","","0","0","","0","","0","","","0","","","0","","","-0.38358269999999584","","","Capital uniforme","Na garantia principal","Benefício","BRL","","","","",""
"a0h0t000001Y5XDAA0","false","00043565","BRL","2019-07-04T14:10:55.000+0000","005f4000000jPAEAA2","2019-07-04T14:10:55.000+0000","005f4000000jPAEAA2","2019-07-04T14:10:55.000+0000","","","0060t00000FhNv2AAF","11000","","a0jf4000005iM05AAE","a0nf400000BpSr7AAF","","1","39056","","","0","","","","0","0","","0","","0","","","0","","","0","","","-0.22090059999999578","","","Capital uniforme","Na garantia principal","Benefício","BRL","","","","",""
"a0h0t000002wKLdAAM","false","01845997","BRL","2020-04-15T19:00:14.000+0000","005f4000000jPAEAA2","2020-04-15T19:00:14.000+0000","005f4000000jPAEAA2","2020-04-15T19:00:14.000+0000","","","0060t00000TOndkAAD","139.7","","a0jf4000005iM06AAE","a0nf400000BpSsBAAV","","","","","","1.66","","","","0.24","1.67","","0.01191995","","0.0017076","","","0.011945584293513148","","","0","","","0.2150536999999897","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wKGsAAM","false","01845702","BRL","2020-04-15T19:00:04.000+0000","005f4000000jPAEAA2","2020-04-15T19:00:04.000+0000","005f4000000jPAEAA2","2020-04-15T19:00:04.000+0000","","","0060t00000TOnc8AAD","79.8","","a0jf4000005iM06AAE","a0nf400000BpSsBAAV","","","","","","0.95","","","","0.14","0.95","","0.01191995","","0.0017076","","","0.011953717561476949","","","0","","","0.2832860999999909","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wKClAAM","false","01845447","BRL","2020-04-15T18:57:04.000+0000","005f4000000jPAEAA2","2020-04-15T18:57:04.000+0000","005f4000000jPAEAA2","2020-04-15T18:57:04.000+0000","","","0060t00000TOnaMAAT","219.8","","a0jf4000005iM06AAE","a0nf400000BpSsBAAV","","","","","","2.61","","","","0.38","2.62","","0.01191995","","0.0017076","","","0.011939332029419198","","","0","","","0.1626015999999897","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wKBOAA2","false","01845362","BRL","2020-04-15T18:57:03.000+0000","005f4000000jPAEAA2","2020-04-15T18:57:03.000+0000","005f4000000jPAEAA2","2020-04-15T18:57:03.000+0000","","","0060t00000TOnZsAAL","263.11","","a0jf4000005iM06AAE","a0nf400000BpSsBAAV","","","","","","10.94","","","","1.57","10.97","","0.041719826","","0.0059766","","","0.04168560134934003","","","-0.01","","","-0.08203449999999446","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wKBTAA2","false","01845367","BRL","2020-04-15T18:57:03.000+0000","005f4000000jPAEAA2","2020-04-15T18:57:03.000+0000","005f4000000jPAEAA2","2020-04-15T18:57:03.000+0000","","","0060t00000TOnZdAAL","262.98","","a0jf4000005iM06AAE","a0nf400000BpSsBAAV","","","","","","10.93","","","","1.57","10.97","","0.041719826","","0.0059766","","","0.041719826","","","0","","","0","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wKESAA2","false","01845552","BRL","2020-04-15T18:57:04.000+0000","005f4000000jPAEAA2","2020-04-15T18:57:04.000+0000","005f4000000jPAEAA2","2020-04-15T18:57:04.000+0000","","","0060t00000TOnZPAA1","119.9","","a0jf4000005iM06AAE","a0nf400000BpSsBAAV","","","","","","1.42","","","","0.2","1.43","","0.01191995","","0.0017076","","","0.01191995","","","0","","","0","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wKEhAAM","false","01845567","BRL","2020-04-15T18:57:05.000+0000","005f4000000jPAEAA2","2020-04-15T18:57:05.000+0000","005f4000000jPAEAA2","2020-04-15T18:57:05.000+0000","","","0060t00000TOnYqAAL","219.7","","a0jf4000005iM06AAE","a0nf400000BpSsBAAV","","","","","","2.61","","","","0.38","2.62","","0.01191995","","0.0017076","","","0.011939332029419198","","","0","","","0.1626015999999897","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wK7bAAE","false","01845127","BRL","2020-04-15T18:56:53.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:53.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:53.000+0000","","","0060t00000TOnYpAAL","179.8","","a0jf4000005iM06AAE","a0nf400000BpSsBAAV","","","","","","5.34","","","","0.77","5.35","","0.029799876","","0.004269","","","0.029755793341431958","","","-0.01","","","-0.1479290000000022","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wK72AAE","false","01845092","BRL","2020-04-15T18:56:53.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:53.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:53.000+0000","","","0060t00000TOnYfAAL","157.68","","a0jf4000005iM06AAE","a0nf400000BpSsBAAV","","","","","","6.55","","","","0.94","6.58","","0.041719826","","0.0059766","","","0.041791468495082154","","","0.01","","","0.17172290000000423","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wK7CAAU","false","01845102","BRL","2020-04-15T18:56:53.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:53.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:53.000+0000","","","0060t00000TOnYaAAL","119.9","","a0jf4000005iM06AAE","a0nf400000BpSsBAAV","","","","","","2.14","","","","0.31","2.15","","0.017879925","","0.0025614","","","0.01785211796184075","","","0","","","-0.1555210000000029","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wK6xAAE","false","01845087","BRL","2020-04-15T18:56:53.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:53.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:53.000+0000","","","0060t00000TOnYVAA1","89.9","","a0jf4000005iM06AAE","a0nf400000BpSsBAAV","","","","","","1.6","","","","0.23","1.61","","0.017879925","","0.0025614","","","0.017847939441248177","","","0","","","-0.17889089999999497","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wK6EAAU","false","01845042","BRL","2020-04-15T18:56:45.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:45.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:45.000+0000","","","0060t00000TOnYQAA1","105.03","","a0jf4000005iM06AAE","a0nf400000BpSsBAAV","","","","","","4.37","","","","0.63","4.4","","0.041719826","","0.0059766","","","0.041779213629953266","","","0.01","","","0.14234870000000566","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wK3ZAAU","false","01844877","BRL","2020-04-15T18:56:44.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:44.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:44.000+0000","","","0060t00000TOnXwAAL","119.9","","a0jf4000005iM06AAE","a0nf400000BpSsBAAV","","","","","","2.85","","","","0.41","2.86","","0.023839901","","0.0034152","","","0.023867654077709747","","","0","","","0.11641440000000891","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wK2lAAE","false","01844827","BRL","2020-04-15T18:56:43.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:43.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:43.000+0000","","","0060t00000TOnXcAAL","449.6","","a0jf4000005iM06AAE","a0nf400000BpSsBAAV","","","","","","8.01","","","","1.15","8.03","","0.017879925","","0.0025614","","","0.017857118958983325","","","-0.01","","","-0.1275511000000007","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wKBsAAM","false","01845392","BRL","2020-04-15T18:57:03.000+0000","005f4000000jPAEAA2","2020-04-15T18:57:03.000+0000","005f4000000jPAEAA2","2020-04-15T18:57:03.000+0000","","","0060t00000TOnXZAA1","89.9","","a0jf4000005iM06AAE","a0nf400000BpSsBAAV","","","","","","2.14","","","","0.31","2.16","","0.023839901","","0.0034152","","","0.023903814940184464","","","0.01","","","0.2680964999999924","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wK1YAAU","false","01844752","BRL","2020-04-15T18:56:35.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:35.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:35.000+0000","","","0060t00000TOnXSAA1","269.8","","a0jf4000005iM06AAE","a0nf400000BpSsBAAV","","","","","","3.2","","","","0.46","3.21","","0.01191995","","0.0017076","","","0.01191995","","","0","","","0","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wK2HAAU","false","01844797","BRL","2020-04-15T18:56:35.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:35.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:35.000+0000","","","0060t00000TOnXNAA1","656.01","","a0jf4000005iM06AAE","a0nf400000BpSsBAAV","","","","","","11.69","","","","1.68","11.72","","0.017879925","","0.0025614","","","0.0178715932410288","","","-0.01","","","-0.046598399999997486","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wK80AAE","false","01845152","BRL","2020-04-15T18:56:53.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:53.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:53.000+0000","","","0060t00000TOnWbAAL","88.8","","a0jf4000005iM06AAE","a0nf400000BpSsBAAV","","","","","","1.58","","","","0.23","1.59","","0.017879925","","0.0025614","","","0.01784776684633215","","","0","","","-0.1798561999999948","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wK48AAE","false","01844912","BRL","2020-04-15T18:56:44.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:44.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:44.000+0000","","","0060t00000TOnWaAAL","239.8","","a0jf4000005iM06AAE","a0nf400000BpSsBAAV","","","","","","5.7","","","","0.82","5.73","","0.023839901","","0.0034152","","","0.023876409257512093","","","0.01","","","0.15313930000000475","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wK5LAAU","false","01844987","BRL","2020-04-15T18:56:45.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:45.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:45.000+0000","","","0060t00000TOnWLAA1","64","","a0jf4000005iM06AAE","a0nf400000BpSsBAAV","","","","","","1.14","","","","0.16","1.14","","0.017879925","","0.0025614","","","0.017879925","","","0","","","0","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wK77AAE","false","01845097","BRL","2020-04-15T18:56:53.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:53.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:53.000+0000","","","0060t00000TOnVtAAL","130","","a0jf4000005iM06AAE","a0nf400000BpSsBAAV","","","","","","3.86","","","","0.55","3.87","","0.029799876","","0.004269","","","0.02982650680818678","","","0","","","0.08936550000000487","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wK5GAAU","false","01844982","BRL","2020-04-15T18:56:45.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:45.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:45.000+0000","","","0060t00000TOnVsAAL","369.2","","a0jf4000005iM06AAE","a0nf400000BpSsBAAV","","","","","","10.96","","","","1.58","11","","0.029799876","","0.004269","","","0.02978654866105627","","","0","","","-0.04472279999999662","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wK56AAE","false","01844972","BRL","2020-04-15T18:56:45.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:45.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:45.000+0000","","","0060t00000TOnViAAL","463.23","","a0jf4000005iM06AAE","a0nf400000BpSsBAAV","","","","","","22","","","","3.16","22.07","","0.047679801","","0.0068304","","","0.04766866342760461","","","-0.01","","","-0.023359099999997746","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wKFQAA2","false","01845612","BRL","2020-04-15T19:00:03.000+0000","005f4000000jPAEAA2","2020-04-15T19:00:03.000+0000","005f4000000jPAEAA2","2020-04-15T19:00:03.000+0000","","","0060t00000TOnV3AAL","639.4","","a0jf4000005iM06AAE","a0nf400000BpSsBAAV","","","","","","11.39","","","","1.64","11.44","","0.017879925","","0.0025614","","","0.017888443300228724","","","0.01","","","0.047641700000000675","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wKH2AAM","false","01845707","BRL","2020-04-15T19:00:04.000+0000","005f4000000jPAEAA2","2020-04-15T19:00:04.000+0000","005f4000000jPAEAA2","2020-04-15T19:00:04.000+0000","","","0060t00000TOnUeAAL","200","","a0jf4000005iM06AAE","a0nf400000BpSsBAAV","","","","","","2.37","","","","0.34","2.38","","0.01191995","","0.0017076","","","0.01191995","","","0","","","0","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wK7lAAE","false","01845137","BRL","2020-04-15T18:56:53.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:53.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:53.000+0000","","","0060t00000TOnUBAA1","289.05","","a0jf4000005iM06AAE","a0nf400000BpSsBAAV","","","","","","12.01","","","","1.73","12.04","","0.041719826","","0.0059766","","","0.04165583850891128","","","-0.02","","","-0.15337429999999763","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wK3yAAE","false","01844902","BRL","2020-04-15T18:56:44.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:44.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:44.000+0000","","","0060t00000TOnUAAA1","55.8","","a0jf4000005iM06AAE","a0nf400000BpSsBAAV","","","","","","0.66","","","","0.1","0.66","","0.01191995","","0.0017076","","","0.01191995","","","0","","","0","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wKDeAAM","false","01845502","BRL","2020-04-15T18:57:04.000+0000","005f4000000jPAEAA2","2020-04-15T18:57:04.000+0000","005f4000000jPAEAA2","2020-04-15T18:57:04.000+0000","","","0060t00000TOnSyAAL","223.5","","a0jf4000005iM06AAE","a0nf400000BpSsBAAV","","","","","","9.29","","","","1.34","9.32","","0.041719826","","0.0059766","","","0.04168153333254642","","","-0.01","","","-0.0917853000000024","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wK8tAAE","false","01845202","BRL","2020-04-15T18:56:53.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:53.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:53.000+0000","","","0060t00000TOnSKAA1","159.9","","a0jf4000005iM06AAE","a0nf400000BpSsBAAV","","","","","","3.8","","","","0.55","3.81","","0.023839901","","0.0034152","","","0.023839901","","","0","","","0","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wK2gAAE","false","01844822","BRL","2020-04-15T18:56:43.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:43.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:43.000+0000","","","0060t00000TOnSJAA1","466.41","","a0jf4000005iM06AAE","a0nf400000BpSsBAAV","","","","","","11.08","","","","1.59","11.14","","0.023839901","","0.0034152","","","0.023873119613413006","","","0.02","","","0.1393404000000098","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wJg1AAE","false","01843417","BRL","2020-04-15T18:55:48.000+0000","005f4000000jPAEAA2","2020-04-15T18:55:48.000+0000","005f4000000jPAEAA2","2020-04-15T18:55:48.000+0000","","","0060t00000TOnSIAA1","177.03","","a0jf4000005iM06AAE","a0nf400000BpSsBAAV","","","","","","7.36","","","","1.06","7.39","","0.041719826","","0.0059766","","","0.041719826","","","0","","","0","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wKAaAAM","false","01845312","BRL","2020-04-15T18:56:54.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:54.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:54.000+0000","","","0060t00000TOnREAA1","280.08","","a0jf4000005iM06AAE","a0nf400000BpSsBAAV","","","","","","8.31","","","","1.2","8.34","","0.029799876","","0.004269","","","0.029799876","","","0","","","0","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wK5zAAE","false","01845027","BRL","2020-04-15T18:56:45.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:45.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:45.000+0000","","","0060t00000TOnQxAAL","369.6","","a0jf4000005iM06AAE","a0nf400000BpSsBAAV","","","","","","6.58","","","","0.95","6.61","","0.017879925","","0.0025614","","","0.017893238410034925","","","0","","","0.07446010000000669","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wK5kAAE","false","01845012","BRL","2020-04-15T18:56:45.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:45.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:45.000+0000","","","0060t00000TOnQdAAL","89.8","","a0jf4000005iM06AAE","a0nf400000BpSsBAAV","","","","","","1.6","","","","0.23","1.61","","0.017879925","","0.0025614","","","0.017847939441248177","","","0","","","-0.17889089999999497","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wK85AAE","false","01845157","BRL","2020-04-15T18:56:53.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:53.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:53.000+0000","","","0060t00000TOnQDAA1","158.94","","a0jf4000005iM06AAE","a0nf400000BpSsBAAV","","","","","","1.89","","","","0.27","1.9","","0.01191995","","0.0017076","","","0.011943742315559601","","","0","","","0.19960080000001046","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
